14,166,255
14,167,255
14,167,255
14,163,255
14,163,255
14,163,255
13,162,255
13,162,255
13,162,255
11,122,255
11,122,255
11,122,255
10,88,255
10,88,255
10,88,255
52,52,255
52,52,255
52,52,255
7,83,255
7,83,255
7,83,255
10,131,255
10,131,255
10,131,255
11,138,255
11,138,255
11,138,255
14,141,255
14,142,255
14,142,255
13,145,255
13,145,255
13,145,255
13,151,255
13,151,255
13,151,255
13,160,255
13,160,255
13,160,255
13,150,255
13,150,255
13,150,255
13,140,255
13,140,255
13,140,255
13,153,255
13,153,255
13,153,255
12,155,255
12,155,255
12,155,255
12,160,255
12,160,255
12,160,255
14,135,255
14,135,255
14,135,255
14,136,255
14,136,255
14,136,255
13,137,255
13,137,255
13,137,255
13,142,255
13,143,255
13,143,255
13,146,255
13,146,255
13,146,255
12,153,255
12,153,255
12,153,255
12,146,255
12,146,255
12,146,255
11,146,255
11,146,255
11,146,255
10,146,255
10,146,255
10,146,255
9,156,255
9,156,255
9,156,255
9,153,255
9,153,255
9,153,255
8,150,255
8,150,255
8,150,255
5,114,255
5,114,255
5,114,255
90,85,255
90,85,255
90,85,255
123,54,252
123,54,252
123,54,252
153,86,254
153,86,255
153,86,255
4,121,255
4,121,255
4,121,255
5,129,255
5,129,255
5,129,255
8,134,255
8,134,255
8,134,255
8,135,255
8,135,255
8,135,255
8,140,255
8,140,255
8,140,255
8,150,255
8,150,255
8,150,255
8,139,255
8,139,255
8,139,255
7,130,255
7,130,255
7,130,255
7,141,255
7,141,255
7,141,255
7,146,255
7,146,255
7,146,255
7,152,255
7,152,255
7,152,255
9,128,255
9,128,255
9,128,255
8,127,255
8,127,255
8,127,255
7,130,255
7,130,255
7,130,255
7,133,255
7,133,255
7,133,255
7,135,255
7,135,255
7,135,255
6,146,255
6,146,255
6,146,255
6,138,255
6,138,255
6,138,255
5,140,255
5,140,255
5,140,255
5,139,255
5,139,255
5,139,255
9,157,255
9,157,255
9,157,255
9,152,255
9,152,255
9,152,255
9,152,255
9,152,255
9,152,255
5,115,255
5,115,255
5,115,255
89,86,255
89,86,255
89,86,255
124,54,252
124,54,252
124,54,252
150,86,254
150,86,255
150,86,255
9,121,255
9,121,255
9,121,255
4,128,255
4,128,255
4,128,255
8,133,255
8,134,255
8,134,255
8,134,255
8,134,255
8,134,255
8,140,255
8,140,255
8,140,255
8,150,255
8,150,255
8,150,255
8,139,255
8,139,255
8,139,255
7,130,255
7,130,255
7,130,255
7,144,255
7,144,255
7,144,255
7,147,255
7,147,255
7,147,255
7,151,255
7,151,255
7,151,255
8,127,255
8,127,255
8,127,255
8,127,255
8,127,255
8,127,255
7,129,255
7,129,255
7,129,255
7,135,255
7,135,255
7,135,255
7,137,255
7,137,255
7,137,255
6,144,255
6,144,255
6,144,255
6,137,255
6,137,255
6,137,255
5,139,255
5,139,255
5,139,255
5,141,255
5,141,255
5,141,255
9,153,255
9,153,255
9,153,255
8,149,255
8,149,255
8,149,255
8,149,255
8,149,255
8,149,255
5,113,255
5,113,255
5,113,255
99,85,255
99,85,255
99,85,255
128,53,252
128,53,252
128,53,252
152,85,254
153,85,255
153,85,255
6,119,255
6,119,255
6,119,255
4,126,255
4,126,255
4,126,255
8,131,255
8,131,255
8,131,255
8,134,255
8,134,255
8,134,255
7,137,255
7,137,255
7,137,255
8,148,255
8,148,255
8,148,255
7,137,255
7,137,255
7,137,255
7,129,255
7,129,255
7,129,255
7,141,255
7,141,255
7,141,255
7,145,255
7,145,255
7,145,255
6,148,255
6,148,255
6,148,255
8,126,255
8,126,255
8,126,255
7,124,255
7,124,255
7,124,255
6,126,255
6,126,255
6,126,255
6,130,255
6,130,255
6,130,255
6,134,255
6,134,255
6,134,255
6,142,255
6,142,255
6,142,255
6,135,255
6,135,255
6,135,255
5,136,255
5,136,255
5,136,255
4,136,255
4,136,255
4,136,255
9,157,255
9,157,255
9,157,255
9,154,255
9,154,255
9,154,255
9,153,255
9,153,255
9,153,255
5,116,255
5,116,255
5,116,255
76,86,255
76,86,255
76,86,255
111,54,252
112,54,252
112,54,252
133,86,254
133,86,255
133,86,255
6,122,255
6,122,255
6,122,255
5,131,255
5,131,255
5,131,255
9,135,255
9,135,255
9,135,255
8,136,255
8,136,255
8,136,255
8,142,255
8,142,255
8,142,255
8,152,255
8,152,255
8,152,255
8,141,255
8,141,255
8,141,255
8,131,255
8,131,255
8,131,255
